S,X,T,r,div,v,n,Amercall
100.044936,100,0.263180921,0,0.026911676,0.377707695,15000,7.416266506
76.2206508,100,0.518865393,0.082445986,0.025526804,0.507768769,15000,4.688172289
94.44715983,100,0.947297298,0.071407644,0.011572234,0.408875576,15000,14.71623537
93.84261037,100,2.563929855,0.054389535,0.085118383,0.439371712,15000,18.67714771
83.85956844,100,0.259546595,0.078353393,0.040329345,0.405950123,15000,2.221283628
125.3487308,100,2.830774946,0.069872951,0.076288248,0.40717594,15000,38.6683884
84.05877406,100,0.187659041,0.072137902,0.059750027,0.406894726,15000,1.399140858
87.26353587,100,0.566818533,0.009030517,0.000120104,0.519786436,15000,9.163873563
111.6347827,100,0.237837161,0.037374991,0.070802193,0.248396322,15000,12.37793398
122.2466971,100,0.323024279,0.012884827,0.048068406,0.575557711,15000,27.28422229
99.40858616,100,0.744611686,0.008747751,0.031319633,0.10242765,15000,2.601894701
110.0022203,100,3.931927734,0.015225774,0.092015946,0.440944801,15000,27.29058923
129.2400267,100,4.171126189,0,0.003623263,0.423325461,15000,53.32029415
89.0323767,100,0.164874721,0.053149648,0.065138846,0.369223189,15000,1.721139018
90.02511907,100,0.32417747,0.023813708,0.041343776,0.370420576,15000,3.773173068
83.17550202,100,0.241554611,0.015312475,0.045388996,0.455561517,15000,2.210357716
104.0613542,100,0.183277194,0.01172059,0.01409676,0.422827565,15000,9.523444247
127.1278273,100,0.421899555,0.032896108,0.098351413,0.300444519,15000,27.14342981
111.6174021,100,0.746586795,0.062215412,0.002184007,0.121429276,15000,16.30981323
92.98153231,100,0.216260304,0.068781251,0.080063563,0.214889318,15000,1.243481684
116.4179018,100,0.954711055,0.009056727,0.055636397,0.180779084,15000,16.61274581
120.6112266,100,4.612744245,0.00032091,0.037844974,0.491959907,15000,45.5198523
105.5570732,100,0.289613517,0.067919345,0.083097856,0.446613868,15000,12.4282354
72.86297461,100,2.670660018,0.065122506,0.077342987,0.356964202,15000,7.188348978
102.5167318,100,0.129118398,0,0.017064968,0.335097495,15000,6.104882248
78.09224574,100,2.990544011,0.014294877,0.059926921,0.282283615,15000,5.217776709
72.46888633,100,0.379782783,0.067853995,0.041055338,0.553657432,15000,2.760518191
88.34493369,100,0.698556447,0,0.070004372,0.51091445,15000,9.137429812
108.5292473,100,0.320206747,0,0.095363569,0.370240697,15000,12.05010902
123.5951092,100,2.89402628,0.078157108,0.027751074,0.13639502,15000,34.88691822
92.18446591,100,0.199936277,0,0.045434039,0.584129866,15000,6.238674899
80.42766408,100,0.537525664,0.028620408,0.056510799,0.390384232,15000,2.958797367
99.90184351,100,0.762406415,0.069460455,0.008260248,0.537085703,15000,20.29344228
90.94455656,100,0.79249026,0.040130398,0.006328005,0.509928491,15000,13.81654084
73.1833368,100,2.114269316,0.094422486,0.016303121,0.564446626,15000,19.06947666
118.7864875,100,0.661561846,0,0.033141648,0.22612514,15000,19.47452643
106.6294843,100,2.787323046,0,0.038246198,0.552598048,15000,34.53649734
114.5674939,100,3.927134405,0.018267401,0.092998103,0.46895678,15000,31.86965836
107.3115819,100,0.727027252,0.008028248,0.007558403,0.188146383,15000,10.88318162
127.0114168,100,3.546023915,0.087698721,0.08590858,0.140125984,15000,27.38293206
72.51888459,100,0.332923625,0.040375076,0.087697743,0.430410066,15000,0.836953542
76.02146549,100,0.15598623,0.000697518,0.048704693,0.457114706,15000,0.400635117
121.6716803,100,0.903649601,0.005020472,0.001382549,0.364441192,15000,28.60427722
95.77466453,100,1.500769023,0.068285001,0.063837182,0.362858126,15000,14.31674174
93.38387057,100,0.580791092,0,0.026270091,0.215751011,15000,3.125525093
78.76177919,100,2.930564498,0.052389047,0.03690644,0.246638275,15000,6.905087414
117.2455107,100,0.928259733,0.032792839,0.060103854,0.553839376,15000,30.24377342
105.8312298,100,0.64985191,0.092862251,0.053862437,0.413244922,15000,17.41054932
120.7465647,100,0.897741975,0.0064723,0.053362194,0.312124594,15000,23.40112666
109.5455295,100,0.403259245,0.034688179,0.044596623,0.203405219,15000,11.10721493
129.113756,100,0.437319113,0,0.08274731,0.496804088,15000,31.46649105
121.7404044,100,0.216039499,0.099091419,0.044418123,0.56837916,15000,26.19342891
97.35386323,100,0.687898668,0.020019612,0.016066894,0.364581018,15000,10.58380119
110.2672801,100,0.318482795,0.03182506,0.095447651,0.146982649,15000,10.26728009
92.92632439,100,0.642560176,0.027172612,0.040610543,0.143783358,15000,1.545674565
71.3209247,100,0.633372941,0.002781138,0.053268627,0.229481335,15000,0.122504183
118.8742152,100,3.417312959,0.048851538,0.012824305,0.511160444,15000,52.37208305
128.2821263,100,0.977097419,0.001238819,0.096579813,0.491341621,15000,33.43918001
97.88126458,100,2.352875944,0.06259342,0.086652454,0.319693987,15000,14.35129075
126.9723937,100,2.96049677,0.065180546,0.035685245,0.371044151,15000,44.2138277
87.16156226,100,2.194544599,0.03362497,0.09321018,0.426722005,15000,12.43035855
74.66038756,100,0.749545763,0.09185557,0.053073101,0.304933151,15000,1.801146481
84.98024335,100,3.766034802,0.087602806,0.024952352,0.568357408,15000,34.287354
86.11820339,100,3.335021407,0.09811811,0.005189647,0.521790498,15000,35.35124122
75.00043765,100,3.721364189,0.023323791,0.06653343,0.459139337,15000,13.45168544
113.071903,100,2.474969766,0,0.035163571,0.307459124,15000,23.07358547
125.3923094,100,0.986971644,0.061471346,0.013183283,0.108801973,15000,29.67898477
126.7879138,100,0.24466554,0.045624935,0.080540239,0.284268151,15000,26.78791383
100.4502135,100,0.6912197,0.078075663,0.040481309,0.430335504,15000,15.17901082
87.17817334,100,0.490670099,0.051136715,0.011098234,0.198348598,15000,1.412603412
75.77022611,100,0.300092606,0.090804634,0.004636183,0.500592633,15000,2.275041673
104.2736327,100,0.691681635,0.024271197,0.089980661,0.45461029,15000,15.2156098
88.4828823,100,0.321982075,0.059203229,0.051107991,0.543094647,15000,6.646820174
79.52513404,100,0.516207535,0.08164734,0.025635757,0.339511157,15000,2.441390169
105.2786716,100,2.469315483,0.026936507,0.058081195,0.590333101,15000,33.83027439
79.62718913,100,0.851699838,0,0.04767576,0.277943149,15000,1.754589191
122.1201671,100,2.819310113,0.095382368,0.082162378,0.395562383,15000,37.02670721
88.11642498,100,0.25486854,0.059434664,0.099366712,0.495842038,15000,4.257987558
76.19868736,100,1.680959689,0.014377972,0.092962073,0.329802646,15000,3.460492002
81.0582598,100,0.105432791,0,0.083092963,0.453293488,15000,0.400765581
110.3029517,100,4.080637343,0,0.009168723,0.417370545,15000,37.44924033
106.3589176,100,0.391997295,0.061925963,0.029015994,0.518027449,15000,17.17841521
91.38520326,100,0.236161396,0.045519544,0.058965912,0.179938274,15000,0.607944351
119.3452263,100,0.56103963,0.020723378,0.035719827,0.195729991,15000,19.67002678
116.6215764,100,0.502008663,0.047516583,0.037097749,0.314129284,15000,20.13488473
110.0382785,100,0.177159988,0.056603234,0.053889622,0.37127002,15000,12.68174569
82.19901784,100,0.940991257,0.088516969,0.009259892,0.302614355,15000,5.708090711
118.0302964,100,0.449277705,0,0.060876343,0.184158075,15000,18.03029635
85.30420743,100,1.394292396,0.088110861,0.060412038,0.232102299,15000,4.941582347
76.97210464,100,0.148935741,0.015813161,0.08396939,0.376989704,15000,0.152630338
113.4811068,100,0.788617423,0.006731369,0.004780941,0.1162749,15000,14.14896444
112.550413,100,0.792925115,0.048338785,0.027892862,0.568346139,15000,28.28704038
112.9948583,100,0.757075859,0.072035737,0.060529393,0.481558117,15000,24.45454497
87.76920294,100,0.253644799,0,0.003689558,0.495808708,15000,4.422377975
101.4348589,100,0.853631353,0.051448272,0.055879107,0.50640625,15000,18.52893415
89.89499312,100,0.737618113,0,0.038412276,0.233218791,15000,2.877821648
119.5795506,100,0.831954104,0.093777108,0.039846696,0.17496391,15000,23.78747551
103.1490252,100,0.266324196,0.05532587,0.037210072,0.535469449,15000,12.91866456
111.251456,100,0.685608252,0.073900411,0.071215723,0.175768518,15000,13.01740696
113.0071435,100,0.824699067,0.042654304,0.028896124,0.278557877,15000,18.7396359
112.1640159,100,0.205547452,0.084326067,0.054450738,0.103271783,15000,12.64156907
71.99801084,100,0.620379714,0.046287312,0.014587364,0.124590706,15000,0.001833436
81.54815306,100,0.529806722,0,0.043153205,0.587205875,15000,7.180960642
111.7991017,100,0.466373298,0.055448084,0.091915449,0.549307447,15000,20.96145576
90.41799587,100,0.826154811,0,0.057548219,0.24883466,15000,3.4080365
71.36598093,100,0.732277173,0.059502336,0.03822954,0.270995492,15000,0.708908325
126.3969574,100,2.587020684,0.063405153,0.074126075,0.380131309,15000,37.00248897
80.59400218,100,0.328026367,0.088274062,0.086475718,0.259990995,15000,0.431047904
129.291965,100,1.116780704,0.013253224,0.098689073,0.12961655,15000,29.291965
76.18462643,100,0.145526427,0.049841336,0.009228221,0.515813356,15000,0.693541914
82.65847554,100,0.302877921,0,0.059157283,0.118975568,15000,0.001198939
105.430811,100,0.207541807,0.060005928,0.076108998,0.350981633,15000,9.337590639
89.98862269,100,0.91275404,0.073967161,0.038575966,0.204906286,15000,4.216765952
77.98153528,100,0.114442965,0.06772365,0.085766354,0.57689211,15000,0.801607971
81.48385893,100,0.196886354,0.016109551,0.064965623,0.186169387,15000,0.011102223
116.3147009,100,0.801116376,0,0.092680972,0.179005979,15000,16.31470094
122.0800208,100,0.655845743,0.056431175,0.09172089,0.225345924,15000,22.21218975
105.7982878,100,0.553079065,0.075689904,0.035402171,0.473414309,15000,18.21682831
75.26752579,100,0.725724449,0.058700867,0.075972329,0.230538717,15000,0.468432367
116.5659771,100,4.675267392,0.089182082,0.060751213,0.342851478,15000,37.410198
113.6077661,100,0.399814889,0.014854216,0.069679145,0.50896392,15000,20.1141656
90.28441208,100,0.323834304,0.048028583,0.03373823,0.534234832,15000,7.342374163
97.48452998,100,0.388741861,0.035056942,0.018842137,0.279819772,15000,5.896271317
125.9981094,100,0.805283891,0.010116252,0.034280101,0.481903273,15000,33.42743181
113.6184157,100,0.82291232,0.056816293,0.021572155,0.568295042,15000,30.10100788
70.16624081,100,0.38479815,0.065562329,0.078129945,0.468270021,15000,1.228265467
115.5851788,100,2.769459589,0.04523359,0.089255739,0.505668619,15000,34.51689529
84.40765338,100,3.865393883,0.075587699,0.021539177,0.308015949,15000,19.66966515
90.27390783,100,0.151340719,0.002796177,0.089873269,0.451794954,15000,2.573568738
80.80014955,100,0.541587787,0.079616798,0.093988258,0.310355618,15000,1.746721901
79.55532892,100,0.990991582,0.024546109,0.063017676,0.219689615,15000,1.039462529
78.34770612,100,2.557730352,0,0.08727618,0.304654162,15000,4.144660767
121.8026333,100,0.905507277,0,0.081943146,0.192237447,15000,21.8026333
74.20437002,100,0.400613324,0,0.068426834,0.363523314,15000,0.701436229
79.90908333,100,0.632478825,0.044332716,0.086495836,0.42327652,15000,3.864015183
123.3016939,100,0.829806366,0,0.038421971,0.552927815,15000,33.55337176
119.7409134,100,3.22653109,0.00399786,0.093459911,0.185036946,15000,19.74091339
76.03217838,100,0.87549031,0,0.020051415,0.479026103,15000,5.970821791
74.52344906,100,0.816804993,0.04538874,0.050995653,0.511398409,15000,5.951925714
77.01825928,100,0.926763605,0.017292226,0.095564149,0.444464388,15000,4.59478541
113.9441704,100,0.823235237,0,0.085200465,0.27716547,15000,15.84336719
126.0707868,100,0.159835092,0.004371195,0.015372741,0.221717948,15000,26.07078677
118.805883,100,2.057985915,0.088221849,0.0693053,0.512236853,15000,39.08772053
87.191988,100,0.95566174,0,0.009399279,0.525422211,15000,12.87667429
102.7111339,100,0.779141267,0.088939423,0.020089305,0.423578792,15000,18.64949093
83.57436764,100,0.290740462,0.047312599,0.089967792,0.28594127,15000,0.715068278
72.18435795,100,0.275951334,0.042318574,0.094418008,0.530888564,15000,1.252942404
70.03961173,100,0.842595668,0.03899349,0.047314682,0.414966131,15000,2.783775481
84.62768894,100,0.26594761,0,0.091894962,0.544118753,15000,3.797995858
125.0114522,100,0.660337302,0.011708566,0.037751262,0.577164415,15000,34.22207962
123.6312281,100,4.010602578,0,0.000369422,0.409336832,15000,48.37884912
90.55212499,100,2.278068922,0.024220688,0.065779016,0.281932413,15000,8.447798965
92.07302938,100,1.849312774,0.054086379,0.031923783,0.368301964,15000,15.79499955
108.2600363,100,0.429186615,0.096039984,0.048778772,0.131395545,15000,10.58592669
114.9642397,100,0.660541327,0.058497782,0.020616026,0.569509657,15000,28.95834913
85.97659107,100,0.924985993,0,0.065522706,0.40856175,15000,6.792766897
101.9344166,100,0.849249187,0,0.031480614,0.113629501,15000,4.167554002
129.6540751,100,0.438536152,0.076929619,0.015412974,0.344165356,15000,33.35803084
77.63997428,100,4.617566288,0.066229059,0.040010339,0.103295077,15000,2.594871869
102.5551661,100,0.239772144,0.004810311,0.00725316,0.535999972,15000,11.85642363
91.93185951,100,0.94668832,0.003588156,0.099109013,0.334898616,15000,6.102686846
109.921877,100,0.481325767,0.037399133,0.098387838,0.468155448,15000,17.2688114
100.0676918,100,0.212922503,0.047632022,0.055841948,0.388138251,15000,7.030963949
110.3899012,100,0.317834966,0.078745472,0.003158761,0.194179512,15000,13.49530806
110.446494,100,0.633628515,0,0.065900728,0.226744873,15000,11.93132854
96.12877853,100,0.575495591,0.087118354,0.014394532,0.436769653,15000,12.64305548
97.0560108,100,0.242103459,0,0.087447971,0.513297985,15000,7.655471095
124.161765,100,0.947302455,0.01032937,0.032562107,0.445072933,15000,31.94471983
117.0063848,100,0.995024319,0.05845482,0.037530839,0.241691118,15000,21.70542237
118.3920423,100,0.618970153,0.066787306,0.036406396,0.111961935,15000,19.85881214
96.81913282,100,0.13354634,0.030925975,0.092868393,0.162874327,15000,0.87977222
89.69646221,100,0.571307604,0.098835522,0.073471934,0.595838495,15000,12.22251599
99.49887751,100,0.351380642,0.018168596,0.077020162,0.598723944,15000,12.79011858
119.6100197,100,0.56686558,0.067486162,0.019122708,0.161241534,15000,22.30986478
73.22892177,100,0.846836476,0.023470066,0.06275468,0.513160252,15000,5.297224552
101.590443,100,0.633478133,0.000785921,0.00929077,0.142735842,15000,5.140928326
107.3655432,100,4.662384022,0.074776618,0.082271563,0.180153346,15000,15.20402905
95.98146973,100,0.606682962,0,0.083627963,0.266891938,15000,4.634009807
88.17253405,100,3.780888014,0.02860751,0.04101419,0.329096367,15000,15.15711979
77.53213091,100,0.240726811,0.053185182,0.084690487,0.198012643,15000,0.009045811
90.30171155,100,0.205656703,0.078297397,0.04123394,0.123512306,15000,0.099641962
119.2861389,100,0.518790471,0.079015341,0.026637243,0.338823107,15000,24.58742055
87.58624023,100,0.591841099,0.07005013,0.039899782,0.48818999,15000,8.938117302
98.14258878,100,0.203386207,0.063234561,0.078079842,0.538623796,15000,8.453150359
128.2399583,100,0.411958705,0.05219568,0.034305571,0.485712615,15000,32.59033515
123.4119714,100,0.443878619,0.079266598,0.024173856,0.498326431,15000,30.59985333
86.18237681,100,0.519952627,0.031788126,0.087491011,0.274126431,15000,1.844720719
124.4973006,100,0.109144744,0.062691229,0.073005173,0.490092916,15000,25.05415793
74.45948095,100,1.585775604,0.023450474,0.025506733,0.580703699,15000,13.48637546
126.9680956,100,0.881456277,0.013108519,0.078989555,0.587737539,15000,36.39130411
74.33938436,100,2.607650517,0.009426625,0.099811747,0.532131296,15000,11.45686664
72.57527816,100,2.488367882,0,0.084921634,0.169305496,15000,0.233074166
82.22533667,100,0.494036048,0.091819214,0.034308986,0.545508626,15000,7.28680863
82.66938848,100,0.509322924,0.018890516,0.080495273,0.479785322,15000,4.79721418
123.6062582,100,0.142336331,0,0.041080653,0.440396127,15000,24.10932901
93.703404,100,0.886124133,0.021972504,0.047443166,0.266090849,15000,5.963925117
127.7167286,100,0.163238246,0,0.023868282,0.348930409,15000,27.78553755
104.3297173,100,0.853250086,0.011950451,0.099347443,0.427346296,15000,14.82518086
101.7687012,100,0.98469969,0.093590656,0.016581822,0.267359081,15000,15.1716653
103.0631693,100,0.129125211,0.058714643,0.077803263,0.225329577,15000,4.872228645
109.2024803,100,0.667597816,0.087096228,0.041392785,0.288333798,15000,16.50047004
84.54481466,100,2.168078846,0.061851611,0.046994565,0.117242349,15000,1.735047864
79.12071074,100,0.81495033,0,0.098120798,0.285498797,15000,1.279416829
74.73296803,100,0.886695024,0,0.024416231,0.135191304,15000,0.025257072
109.9724142,100,0.957353088,0.033320693,0.058016246,0.281583737,15000,15.55853896
114.1680621,100,3.869454351,0.052863338,0.020233064,0.354810003,15000,39.39054958
128.319842,100,0.370737394,0.046355016,0.072928196,0.485929033,15000,31.01243169
123.3178002,100,0.291293923,0.020418777,0.057212229,0.125633851,15000,23.31780017
76.97224639,100,0.66224649,0.086474492,0.083992145,0.512796209,15000,5.596003109
93.58828046,100,0.85776552,0.017255571,0.06436635,0.490877829,15000,12.64297227
83.85875627,100,0.504714928,0,0.092323404,0.533463013,15000,5.954655862
127.6017321,100,0.923099042,0.070346214,0.071004021,0.53044006,15000,37.51607889
78.24625257,100,1.343166784,0.097881524,0.031529921,0.316305906,15000,6.533242941
82.05948409,100,0.618161393,0.060336917,0.036487745,0.481804702,15000,6.704497791
112.2708797,100,0.16716122,0.018977002,0.099479296,0.102764228,15000,12.27087967
77.82106047,100,0.754922401,0.088677702,0.02258746,0.193021941,15000,0.797752182
89.61619798,100,1.494179034,0.049516667,0.028026319,0.418100046,15000,14.79853656
81.27137141,100,0.885814407,0,0.087631103,0.195382234,15000,0.462459879
74.83392196,100,1.835185639,0.071174147,0.029017022,0.362452208,15000,8.375059737
86.38144779,100,0.565446051,0.021793575,0.008607495,0.590986368,15000,10.60877592
74.93618362,100,3.783160095,0.09596132,0.045990962,0.431895484,15000,18.71434819
119.199921,100,0.423051178,0.070245212,0.05214779,0.265716621,15000,20.91130309
96.34684238,100,0.26091774,0.003395287,0.016343351,0.423543599,15000,6.611326483
105.2746765,100,0.341422977,0.046969429,0.072525991,0.313083533,15000,9.829872218
74.66352004,100,2.312323536,0.042380452,0.05715418,0.226940741,15000,2.525427468
86.81769227,100,0.121069746,0.007938283,0.073188412,0.528504535,15000,2.01471511
73.50381472,100,0.882608226,0,0.07253878,0.156198018,15000,0.023583793
129.8402804,100,3.129213673,0.096236349,0.043254685,0.267849647,15000,43.99118578
93.15424131,100,0.920735133,0.019465633,0.04353382,0.428304082,15000,11.49116285
113.0410193,100,0.745661972,0.064243439,0.003041897,0.40413973,15000,24.76632549
102.2302763,100,4.269676877,0.029852477,0.014496808,0.124429364,15000,13.98689767
94.89367719,100,0.126174143,0.068613889,0.049667707,0.446723404,15000,3.998569523
127.9625003,100,0.966405316,0.076796177,0.077175177,0.208922551,15000,28.39539524
72.1478942,100,0.809988205,0.011666495,0.020722278,0.587159347,15000,6.984535685
93.62737333,100,2.231034476,0.083469893,0.080527685,0.214999553,15000,8.415343121
119.593034,100,0.884294591,0.021499259,0.051253169,0.177370505,15000,19.69595278
74.64998119,100,3.187975343,0.018895993,0.007532799,0.288505147,15000,8.335997899
101.50821,100,0.93420534,0.040979573,0.077544779,0.343524888,15000,12.19408245
107.9823555,100,0.507424642,0.015079154,0.088889416,0.571119916,15000,18.97602799
90.45600141,100,0.761410991,0.044045055,0.058173687,0.579171566,15000,13.78368138
82.06325453,100,0.36109911,0,0.048155084,0.500505417,15000,3.773460581
89.26029563,100,0.517389755,0.092356541,0.019459631,0.156257606,15000,1.535279125
85.58097798,100,0.141113184,0.014670353,0.033908093,0.143326452,15000,0.002326966
75.56879316,100,0.17296508,0.058102533,0.090278748,0.372740158,15000,0.1706027
78.52409959,100,0.825476892,0.052741081,0.031325828,0.368232871,15000,4.272123603
91.26451207,100,0.51828934,0.04104064,0.021576725,0.158482459,15000,1.498068774
106.5784289,100,0.756715895,0.039867865,0.013095665,0.381411247,15000,18.01496508
122.7398079,100,4.841178028,0.016323378,0.078609574,0.329719416,15000,30.21069888
106.4633961,100,2.708925158,0.095560133,0.034605058,0.415029564,15000,34.50635031
115.545495,100,0.806939633,0.028769329,0.022564016,0.315324388,15000,21.42160208
118.1971728,100,0.391109771,0.05641428,0.025730319,0.243752656,15000,20.1560624
125.5133382,100,0.595774389,0.033264269,0.002489204,0.5267036,15000,34.75705369
87.00058911,100,0.55498539,0,0.09579892,0.314816517,15000,2.607581565
74.73039262,100,1.676093123,0.070900729,0.078789584,0.375972516,15000,6.080794602
88.40357447,100,0.221263444,0,0.013170234,0.549756342,15000,4.879383678
102.7101514,100,0.174012505,0.087268991,0.043759701,0.200806149,15000,5.343798691
80.89308676,100,4.370673396,0.050352193,0.049084725,0.112761864,15000,1.838950477
101.1167721,100,0.536139661,0.096628669,0.076998209,0.115677149,15000,4.38586425
113.1029741,100,0.756549941,0.061854581,0.058650953,0.300080234,15000,18.36109476
125.1462316,100,4.214230303,0,0.003475645,0.507180655,15000,57.10141473
128.935636,100,3.215718322,0.002043191,0.089534969,0.486731221,15000,40.4529967
94.90636581,100,0.99881267,0.038992172,0.065607785,0.445176814,15000,13.23057714
107.6698471,100,0.84967506,0,0.052906197,0.348090567,15000,15.17151643
95.10241583,100,0.485044811,0,0.003100667,0.486561671,15000,10.75182957
100.0289229,100,0.88166665,0.027652355,0.069019445,0.32417301,15000,10.38269279
96.44761908,100,0.175378618,0.023091733,0.002948246,0.353849112,15000,4.328487051
95.51260999,100,0.674742811,0.091582376,0.066545197,0.515403244,15000,14.28484935
80.62269991,100,0.211789235,0,0.004362525,0.53627583,15000,2.312101112
92.29000879,100,0.161367465,0.046643772,0.099180506,0.192351771,15000,0.465239398
72.09877575,100,0.915690746,0.034722468,0.036065742,0.138200065,15000,0.022966179
77.6498171,100,1.984259581,0.057366926,0.063607124,0.494383672,15000,12.92408747
121.832803,100,0.202491184,0,0.049966197,0.184382239,15000,21.83280299
93.76274322,100,0.804371318,0.038901302,0.043040959,0.571093796,15000,16.05737172
84.74377141,100,2.665319551,0.063631182,0.02827933,0.259304749,15000,10.95100211
122.8575867,100,0.990044735,0.030382329,0.053250227,0.313577806,15000,26.23783497
80.65790688,100,0.675595333,0.03526483,0.015207515,0.30165458,15000,2.563199511
117.3577529,100,0.186537064,0.055112789,0.005170505,0.247419236,15000,18.54427554
94.77374709,100,0.391588662,0.072162821,0.002141549,0.274033522,15000,5.373125569
121.2537759,100,0.361329706,0.043948564,0.048822753,0.224616311,15000,21.51017119
80.14369189,100,0.829963103,0.093508794,0.071420706,0.596837431,15000,10.77874596
72.5624189,100,2.957684098,0.098656675,0.073054898,0.546138505,15000,17.42889669
87.83390233,100,0.467859786,0.045478745,0.058358356,0.460452554,15000,6.339489467
96.05295279,100,2.988131273,0.02070341,0.071085977,0.396359769,15000,17.8300801
93.82008708,100,4.62557271,0.034097161,0.080146112,0.261143107,15000,10.78676917
81.38567793,100,1.422233109,0.045316689,0.082621344,0.291550703,15000,3.96322888
103.5139324,100,0.352320456,0,0.053654839,0.562431949,15000,14.35970736
118.9952362,100,4.630776893,0.052171715,0.075823556,0.553111229,15000,46.37253762
103.1062654,100,4.659275481,0,0.083939224,0.190694161,15000,8.055128987
94.67578376,100,4.857523395,0.012215579,0.012680116,0.386626032,15000,28.09538962
112.327245,100,0.81884004,0.0928037,0.067360839,0.512451561,15000,26.03922465
109.5965916,100,0.273835768,0,0.007399955,0.208832179,15000,10.74180345
122.8750643,100,1.900713023,0.095061663,0.004171886,0.269895471,15000,41.42356637
113.019217,100,0.348910142,0.09482778,0.028723512,0.475428862,15000,20.737621
70.94735205,100,0.766173962,0.017566095,0.04779908,0.157275479,15000,0.013810076
116.7952776,100,0.27982363,0.008743956,0.072896869,0.299932713,15000,17.31080111
102.4855041,100,1.68206698,0.034799827,0.095558628,0.405405373,15000,17.25623892
81.90399284,100,0.242182317,0,0.055441726,0.260402338,15000,0.233330313
80.80751183,100,0.955041506,0.042577722,0.097236835,0.322096103,15000,3.072427078
110.2902814,100,0.524087185,0.011836342,0.031628633,0.133101057,15000,10.56210565
127.0727234,100,0.91495671,0.045241746,0.036541691,0.400875632,15000,33.64421008
92.85098189,100,0.385587613,0,0.090155804,0.131944904,15000,0.371286852
75.49472706,100,0.695858181,0.027626918,0.094258629,0.566498779,15000,5.751075376
71.78438202,100,1.870938908,0.086927281,0.068809991,0.228296657,15000,2.076400103
87.50581775,100,0.30799707,0.019430432,0.066099058,0.104347887,15000,0.009360717
89.34016961,100,0.769792647,0.079550157,0.012984296,0.485139811,15000,12.7335368
83.25280483,100,0.131861043,0.022908364,0.077368573,0.184000944,15000,0.003914372
93.37325083,100,2.517102207,0.041004401,0.051521965,0.528273108,15000,25.05018647
95.10405854,100,0.415189971,0.009615801,0.011609196,0.336372082,15000,6.140672275
84.57391801,100,0.68880952,0.065256992,0.053658428,0.503544374,15000,8.677264286
129.1040743,100,0.312747007,0,0.089107138,0.205440502,15000,29.10407433
88.08181835,100,0.568478697,0,0.091111872,0.42400331,15000,5.461589379
105.3346005,100,0.519750824,0.041211909,0.025569644,0.166630887,15000,8.456658032
100.6104877,100,2.497695986,0.003786551,0.09887475,0.474406297,15000,20.32090962
116.2042717,100,3.104929459,0.036555162,0.053448344,0.593407988,15000,45.1011162
82.87691939,100,0.483494094,0,0.027468988,0.203141421,15000,0.449226296
86.34784679,100,0.325395114,0.001907133,0.081290164,0.338931711,15000,1.845333087
103.3932707,100,0.351805843,0.04688837,0.001348507,0.387073135,15000,11.91869129
117.8173419,100,0.554368191,0.088631681,0.015451691,0.166189996,15000,21.87413913
87.88650552,100,0.594656179,0.058366798,0.086960621,0.214607606,15000,1.574407604
84.65617829,100,0.375720373,0.093128204,0.082033282,0.208230719,15000,0.547892825
127.0563406,100,0.428332279,0,0.01148677,0.387408902,15000,29.30072122
75.93180915,100,2.69250827,0.095738332,0.084690326,0.245001235,15000,4.64675238
73.39092171,100,0.951335911,0.064495148,0.05133067,0.399194933,15000,4.020476125
94.55617131,100,3.726659956,0,0.004980883,0.415119612,15000,26.70271032
121.9729973,100,0.617349529,0.074438096,0.065637003,0.465425544,15000,28.83302151
81.31635281,100,1.729331978,0.036201408,0.045487914,0.187951727,15000,2.114017549
71.15658273,100,0.876448432,0.086898767,0.052200006,0.207680306,15000,0.362641916
71.81007215,100,1.248322251,0.056662553,0.068685073,0.432877994,15000,5.279319589
70.76479122,100,0.154123179,0.058721078,0.022244533,0.471066193,15000,0.199029149
122.473713,100,0.17818229,0,0.034080351,0.517321997,15000,24.32436761
87.19486588,100,1.046761152,0.082253882,0.008681489,0.398070694,15000,11.85548545
119.6232537,100,0.298837448,0,0.020497461,0.474017777,15000,23.26725446
94.99325886,100,0.398275285,0.001892329,0.026617521,0.371796834,15000,6.442530951
110.3566779,100,1.400497273,0.022815417,3.60298E-05,0.16482313,15000,16.5244451
83.4358485,100,0.442870721,0.012366492,0.077543509,0.595167732,15000,6.732664284
99.5569979,100,2.270249005,0.037878894,0.084423265,0.496708886,15000,22.93875186
90.93424182,100,0.668172686,0.036509923,0.094056543,0.352767251,15000,5.712601423
116.2128519,100,1.25166574,0.030492622,0.090488554,0.468431257,15000,26.66947841
100.1432109,100,0.267068198,0.066163376,0.011132149,0.250749218,15000,5.955103589
92.85259827,100,0.752425856,0,0.014303845,0.58821223,15000,15.56940882
81.24100019,100,0.439193961,0.026512542,0.003880884,0.204742414,15000,0.39101455
108.4371777,100,0.565004603,0.078719103,0.091288088,0.185759151,15000,10.28849507
104.7422597,100,0.815567268,0.091999241,0.048590173,0.299122576,15000,14.81322002
127.7715166,100,0.506657679,0,0.0620074,0.493806642,15000,31.34917976
97.80865723,100,0.971120501,0,0.067417624,0.222164192,15000,5.374872517
104.5144878,100,0.497095571,0.020251086,0.037390663,0.435094098,15000,14.28411167
75.99534722,100,0.52087265,0.083251238,0.047038345,0.131909401,15000,0.008912999
80.76511082,100,4.848764261,0,0.06255418,0.226516872,15000,4.012600196
