S,X,T,r,div,v,n,Amercall
103.3262136,100,0.149857005,0.061770746,0.007696237,0.196247568,15000,5.560828263
109.4586178,100,3.790464649,0.01828112,0.031465448,0.590736961,15000,45.2733289
104.475736,100,1.268570212,0.06087687,0.015061846,0.577522235,15000,30.13283604
107.0521361,100,0.162204624,0.044788172,0.099279968,0.396648315,15000,10.15426384
108.7797609,100,0.995677826,0.081451862,0.048730788,0.255589544,15000,16.66890539
129.2465767,100,0.321741967,0,0.014909244,0.498277694,15000,32.02039899
74.65939545,100,0.764835449,0.008658423,0.003762056,0.284271277,15000,1.293364315
120.184906,100,0.516479042,0.049589763,0.010172055,0.302141712,15000,24.26024911
76.6678866,100,3.880475256,0.099209699,0.010857262,0.42678043,15000,25.8791806
87.65206637,100,0.97905207,0.003640549,0.098109353,0.105496356,15000,0.070852985
